NAME	LSEC	hepatocytes	KC	B cells	HSC	cholangiocytes	T cells	DC/monocyte	proliferating cells
Dyrk2	1	1	182.832199350303	1	1	1	1	1	1
Dysf	661.463612364426	1	735.947341366902	1	1	1	1	1	658.947671843286
E130307A14Rik	1	1	1	1	1	1	1	1	218.058488885369
E130308A19Rik	1	1	1	1	1	1	1	1	195.660590059555
E230029C05Rik	1	1	875.74842806171	1	1	1	1	1	1
E2f2	1	1	1	1	1	1	1	1	206.357003643728
E2f3	1	1	1	1	1	1	1	1	424.527586173373
E2f7	1	1	1	1	1	1	1	1	416.971764119162
E2f8	1	1	1	1	1	1	1	1	222.965114228075
Ebf1	1	1	1	6376.38539587739	1	1	1	1	1
Echdc2	1	932.154817405417	1	1	1	298.213063509538	253.682751640885	1	1
Eci2	1	1059.40900904358	1	1	1	218.762215710402	162.771858424857	1	1
Ecm1	1	1	1	1	1555.60252606096	1	1	1	1
Ect2	1	1	1	1	1	1	1	1	354.206229164853
Eda	1	111.110525893359	1	1	476.550841013539	362.177254454357	1	1	1
Edem3	1	108.08882211078	1	143.738472171577	1	1	1	1	1
Ednra	1	1	1	1	774.018580453638	1	1	1	1
Ednrb	1	1	1	1	261.801916728753	1	1	1	1
Eef1b2	1	1	1	1	1	1	1	215.747553665286	1
Efemp1	1	1	1	1	227.11201220121	441.766547378955	1	1	1
Efhd2	1	1	192.816707967864	1	1	1	1	233.028290008264	1
Efna1	1	186.193174729365	1	1	1	1	1	1	1
Efna5	1	283.210511373906	1	1	1683.37157286833	426.601179645332	1	1	1
Efnb2	330.959409757936	1	1	1	1	1	1	1	1
Efr3a	1	1	1	1	1	241.795260865687	1	323.998743554978	232.722777791568
Egfem1	1	1	1	1	989.433752537161	1	1	1	1
Egfl7	2174.46062879011	1	1	457.090821134385	1	1	1	1	2449.30652112351
Egflam	1	1	1	1	1	323.232875709218	1	1	1
Egr1	1	254.026777714932	1	1	1	1	1	1	1
Ehbp1	241.828947603794	267.975191014592	1	1	1190.10124086538	605.075921307965	1	1	211.731072341973
Ehbp1l1	1	1	257.892770693995	1	1	1	1	192.605407953111	1
Ehd3	1238.97185288533	1	1	307.42490558091	921.404311490858	1	1	1	469.246970512269
Ehd4	1	1	219.685896761325	1	1	1	1	1	1
Ei24	1	347.92361814115	1	202.331507166338	1	1	1	1	160.543876693589
Eif2ak2	1	1	204.07120561947	1	1	1	1	1	298.599004052888
Eif2ak3	1	1	1	270.31282758506	1	1	202.704415891112	1	1
Eif2ak4	1	1	185.967448285053	1	1	1	1	1	1
Eif2s2	1	1	1	1	1	1	1	1	163.213588898822
Eif3h	1	1	1	1	1	1	1	1	156.720754523707
Eif4h	1	1	1	1	1	1	183.014415571613	347.994430900726	1
Eldr	1	1	1	209.519595324821	1	1	1	1	288.597968200337
Elk3	1030.94556504513	1	1	208.653023782828	1	1	199.100372166556	1	715.521656059217
Elk4	1	113.01986803607	1	308.64201292484	1	1	1	219.793272803115	1
Ell	1	198.450932419774	1	1	1	1	1	1	1
Elmsan1	1	1	1	234.733774332988	1	1	1	1	1
Eln	1	1	1	1	279.521596060148	1	1	1	1
Elovl2	1	369.357096858381	1	1	1	1	1	1	1
Elovl6	1	1549.25171268358	1	470.596484970276	1	1	330.082933919563	1	1
Elovl7	1	1	1	1	1	276.485874438666	1	1	1
Emb	1	1	1	1	1	1	564.560613848261	1	1
Emcn	405.887814156513	1	1	1	1	1	1	1	172.782276963966
Emilin1	1	1	1	1	454.23909487485	1	1	1	1
Eml1	291.800610172756	1	1	1	1	301.684460799764	1	1	368.08385453968
Eml3	1	1	1	1	1	1	1	274.843209526873	1
Eml6	1	1	208.608866718126	1	1	1	1	504.901448995574	1
Enah	1	1	1	1	1	612.269278230132	1	1	1
Eng	2581.85556403641	1	1	498.156490782079	1011.13684211229	277.641730254705	226.679514226479	1	2406.61833348911
Engase	1	1	293.910197126311	1	1	1	1	1	1
Enpp2	1	470.410927008496	1	1	1	1	1	1	1
Enpp6	321.339442129027	1	1	1	1	1	1	1	1
Entpd1	1	1	1972.98313505902	1	1	1	357.66694762798	361.961671511624	1
Entpd8	1	175.95754765406	1	1	1	1	1	1	1
Epas1	747.491419030698	252.208488376877	1	1	299.126175206711	1	1	1	415.949927361478
Epb41l3	1	1	499.95999239176	1	1	1	1	1	1
Epb41l4a	1	1	1	1	1	457.938826514776	1	1	1
Epb41l5	1	121.357320539811	1	1	1	493.836037871109	1	1	1
Epc2	1	1	1	1	202.585635394604	286.506413163606	1	1	1
Epcam	1	1	1	1	1	493.624795869	1	1	1
Epha3	1	1	1	1	792.210469086636	1	1	1	1
Epha7	1	1	1	1	1109.63968184997	412.376348971981	1	1	1
Ephb4	442.377587990857	1	1	1	1	1	1	1	399.773672182274
Ephx1	1	1	1	1	216.41530370923	1	1	1	1
Ephx2	1	731.462300274214	1	334.075431370107	1	1	257.795465412353	1	1
Epn2	303.446152032836	1	1	1	380.123031921762	1	1	1	254.03403584017
Eprs	1	222.717125274447	1	1	1	1	1	1	1
Eps8	1	1	1	1	698.99258318441	1	1	313.512981845276	1
Eps8l2	1	227.412975997417	1	1	1	779.130379352774	1	1	1
Epsti1	1	1	1258.0849681202	269.052773555011	1	1	1403.74966485892	1493.64666552085	1
Erbb4	1	758.221880312532	1	1	1	5498.06267629601	179.241808657397	1	1
Erc2	1	243.5667899568	1	1	1	571.580259132604	1	1	1
Erg	818.019757079274	1	1	198.722971344151	1	1	1	1	500.269849872872
Eri1	1	1	1	1	1	1	1	1	225.285266657777
Eri3	1	106.340477659901	214.460898270609	1	234.869250380805	1	1	1	1
Erlin1	1	113.31431069793	1	1	1	1	1	220.986634944896	1
Ero1lb	1	99.1609969680227	1	563.005666802138	1	1	1	209.176912378864	1
Erp29	1	1	354.784043068951	260.136514526335	1	1	1	268.927628977224	1
Erp44	1	117.506699792538	1	1	1	1	229.675638873423	1	1
Esam	341.594766461974	1	1	1	1	1	1	1	270.344371716756
Esco1	1	1	1	1	1	1	271.293537609492	1	1
Esco2	1	1	1	1	1	1	1	1	349.704016568363
Espl1	1	1	1	1	1	1	1	1	408.600484671703
Esr1	1	337.186254606709	1	1	407.884884222866	1	1	1	1
Esrra	1	104.383417846464	1	1	1	1	1	214.587360117948	1
Esrrg	1	175.455422737869	1	1	1	1	1	1	1
Etf1	1	110.627246282137	1	1	1	1	1	243.950986110091	1
Etfbkmt	1	252.408831401775	1	1	222.649727711225	1	1	1	1
Etl4	367.751313885533	149.162126570181	1	1	263.938260865135	1430.06834642784	1	1	1
Etnk2	1	2036.16619079189	1	223.242853342233	1	1	395.881517761555	1	1
Etnppl	1	916.680148907611	1	1	1	1	1	1	1
Ets1	1693.90353482343	1	1	1514.36757800508	1048.48348207173	1	1485.52381050706	1	756.807213952362
Ets2	238.331570663716	1	1	1	1	1	1	1	1
Etv3	1	1	1	1	1	1	1	774.105921110982	145.629700919205
Eva1a	1	374.612167335418	1	1	1	1	1	1	1
Eva1b	1	1	1	1	310.748515297511	1	1	1	1
Evl	1	1	648.433870546895	234.378755021424	1	1	533.433911419768	337.058236696293	1
Exoc3l	1	1	1	1	1	1	1	1	203.796945202662
Exoc3l2	687.681495878222	1	1	1	1	1	1	1	713.347377166906
Extl3	1	1	204.944777674523	1	1	1	1	197.907629911827	1
Eya2	1	1	1	1	1	1	330.193437027445	1	1
Eya4	1	1	1	1	385.255002178519	1	1	1	1
Ezh2	1	1	1	1	1	1	1	293.552282141748	1491.47847871995
F10	1	326.706903410194	1	1	1	1	1	1	1
F11r	1	1	1	1	1	494.52850255049	1	429.231221034497	168.296278701883
F12	1	384.102698135854	1	1	1	1	1	1	1
F2	1	361.890081648628	1	1	1	1	1	1	1
F2r	1	1	1	1	1	1	1	1	248.418597405931
F5	1	341.263695673956	1	1	1	1	1	1	1
F630028O10Rik	1	1	270.463382542851	1	1	1	1	658.228051701027	1
F8	3379.03780935751	1	1	355.554235937187	1	1	323.713359261864	1	1784.99255314327
Faah	1	162.213426265258	1	1	1	1	229.751588059362	1	1
Fabp4	369.851886931698	1	1	1	1	1	1	1	196.186184630845
Fads1	1	186.472616873052	1	1	1	1	1	1	1
Fads2	1	775.667382232625	1	195.774402875903	1	270.914924206701	1	1	1
Fah	1	606.223283661587	1	1	1	1	1	1	1
Fam102a	1	1	1	1	1	1	364.635791266444	1	1
Fam107b	1	107.267134818296	1	1158.9025624857	1	1	619.572691921788	1	162.212870385879
Fam117b	737.354441800269	1	323.245309537085	1	1	1	1	1	234.598093235917
Fam124a	584.260723411812	1	1	1	1	1	1	1	400.403552026478
Fam126a	237.292572260001	1	209.692494469728	198.394273853688	1	1	1	1	175.550930941401
Fam126b	1	173.254837270814	1	1	1	1	1	1	1
Fam129a	1	1	851.580665251579	1	1	1	1	701.539638951769	1
Fam135a	260.12970990796	174.014345575742	1	1	273.529803558309	1	1	1	268.286143635631
Fam149b	1	1	1	1	1	1	1	1	195.580805556852
Fam160b1	1	136.029904049936	1	1	217.222921743546	212.499573229595	1	1	1
Fam169b	1	360.749534613144	1	332.095765733248	1	1	222.08364141224	1	1
Fam171a1	975.699271741792	1	1	1	1	1	1	1	452.425601035812
Fam20a	279.530477477118	256.322714465366	1	1	1	1	1	1	1
Fam219a	370.830296158594	1	214.391011014832	1	1	1	1	1	402.359930518639
Fam234a	1	1	409.93180011566	1	1	1	1	1	1
Fam3c	1	1	1	233.025716152351	1	1	1	1	1
Fam49a	1	1	395.071051949352	1	335.164022577184	1	1	312.652560147989	1
Fam76b	1	1	1	240.329751070673	1	1	1	173.154540468849	227.786638772643
Fanca	1	1	1	1	1	1	1	1	323.657451915862
Fas	296.043675492922	1	1	1	1	1	1	1	130.791937268719
Fasl	1	1	1	1	1	1	339.973563786428	1	1
Fasn	1	258.686466078818	1	1	1	1	1	1	1
Fbn1	1	1	1	1	312.97882424057	1	1	1	1
Fbrs	1	1	1	372.145891457466	1	1	1	279.349832587182	1
Fbrsl1	1	122.546443925022	1	1	1	1	1	220.362291937649	1
Fbxl3	1	1	1	197.793549857408	1	224.252767835765	1	1	1
Fbxl5	1	1	1	321.360976824498	1	1	1	211.641365823705	1
Fbxl7	4899.00753658578	1	1	724.79055210655	577.568236580161	608.366238236719	606.846062492779	1	2725.32728186584
Fbxo34	1	370.602488353506	1	1	1	1	1	1	231.367655142804
Fbxo42	1	1	182.758965332931	1	1	1	1	1	139.69852579892
Fbxo8	1	112.207576832445	1	364.768094943731	1	1	1	1	1
Fcer1g	1	1	526.337896146778	1	1	1	1	1	1
Fcgr2b	1613.81652723185	1	1	425.4028441501	1	1	1	296.027729489925	756.840073686924
Fcgr3	1	1	268.778246035733	1	1	1	1	1	1
Fcgrt	337.889285927825	1	1	1	1	1	1	156.417039875739	1
Fcna	1	1	535.257407007502	1	1	1	1	1	1
Fcrl1	1	1	1	519.327419038085	1	1	1	1	1
Fcrla	1	1	1	348.252569758131	1	1	1	1	1
Fem1c	1	1	1	1	1	1	1	463.208833465741	134.105665553173
Fendrr	1	1	1	1	618.590641178841	1	1	1	1
Fer	542.255945141654	84.4307928783873	352.283346611213	1	449.283001379018	1	1	1	457.821761108176
Fermt2	417.851642508181	94.5309498851594	1	1	1166.634107141	244.505427695319	1	1	251.991427869309
Fes	1	1	388.487559385707	1	1	1	1	184.698963647942	1
Fga	1	689.351237094668	1	1	1	1	155.548566906913	1	1
Fgd2	1	1	660.07924618333	505.838064566913	1	1	1	1202.49685922433	1
Fgd4	1	101.644561781103	747.249064269161	1	1	422.042974575598	1	1	259.964331869986
Fgd5	1157.4227756814	1	1	245.129861591432	1	1	1	1	696.751534656503
Fgf12	1	1	1	1	294.400653772793	933.784552065224	1	1	1
Fgf13	1	1	1	1	1	1	424.11633818163	1	1
Fgfr1	1	1	1	1	1	456.633277382633	1	1	1
Fgfr1op2	1	1	183.380545564475	357.606859383338	1	1	408.919466266006	186.591543790559	1
Fgfr2	1	186.388824813426	1	222.193717635212	2849.40286736695	905.259432887481	1	1	137.895128199048
Fgfr3	1	1	1	1	1	2163.49581633006	1	1	1
Fggy	1	663.658842419901	1	1	1	268.692284455361	1	1	1
Fgl1	1	245.927329957478	1	1	1	1	1	1	1
Fgr	1	1	285.537514215127	636.793794170091	1	1	1	405.350409806362	1
Fh1	1	431.754396136525	1	1	1	1	1	1	1
Fhl1	1	1	1	1	494.874542103579	1	1	1	1
Fhod1	1	1	280.504585261858	1	240.439348490848	1	1	1	318.699682729622
Fign	1	1	1	1	806.489466893426	403.820578996843	1	1	1
Filip1	291.215090911998	1	1	1	1	1	1	1	1
Filip1l	1	1	470.990572520866	290.413816621515	1	1	1	195.091919942697	1
Flcn	1	1	1	1	1	1	1	1	217.694989254144
Flt1	1503.97451789173	1	1	327.463103594086	1	1	1	1	876.677456198521
Flt3	1	1	1	1	1	1	1	1636.56674977944	1
Flt3l	1	1	1	1	1	1	318.091084437833	1	1
Flt4	984.661421744604	1	1	1	1	1	1	1	626.990108602429
Fmn1	275.857249106601	1	640.470766515744	1	1	1	1	1	176.008628264502
Fmnl1	1	1	1	261.141895884221	1	1	217.974237455615	260.153799307531	1
Fmnl3	240.26679178099	1	1	1	1	1	1	1	234.271901407564
Fmo1	253.258198645246	187.563856483565	1	1	1	1	1	1	1
Fmo2	1	1	1	1	1	792.238992741545	1	1	1
Fmr1	1	1	1	1	1	1	1	1	311.626477517429
Fn1	1	850.348309102024	1	1	331.844244505479	517.28904536183	205.143622155773	1	1
Fnbp1l	269.226734241891	1	1	1	1	461.087894046477	1	179.25478889451	369.174307023622
Fndc7	1	1	1	1	1	1	1	296.843063136998	1
Foxd2os	1	1	1	1	1	1	1	1	378.045594678639
Foxj3	1	1	1	1	1	1	174.900429549854	260.733205709558	1
Foxm1	1	1	1	1	1	1	1	1	300.300216614755
Foxn2	1	1	1	1	1	1	1	511.326960747902	1
Foxp2	1	303.557237226871	1	1	1	684.915007710404	1	1	1
Foxp4	1	95.1579472854631	1	1	1	298.925942778351	1	1	1
Foxq1	1	267.173754026512	1	1	1	1	1	1	1
Fpgs	1	426.643105293603	1	1	1	1	1	1	1
Fras1	1	1	1	1	1	253.168418538147	1	1	1
Frem1	1	1	1	1	203.576713673534	1	1	1	1
Frmd6	1	1	1	1	296.59801802981	360.287195129896	1	1	1
Frrs1	1	1	427.316629348934	1	1	414.297229945231	1	1	183.165256585298
Fry	1	1	1	559.959206947237	1	1	1	1	1
Fsd1l	1	1	1	1	1	1	1	1	221.024290338828
Fstl1	1	1	1	1	273.608616099223	1	1	1	1
Ftcd	1	1829.7268548695	1	1	1	1	409.54883457769	1	1
Ftx	1	1	1	221.964768322757	217.17627845154	1	1	1	1
Fuca1	1	1	1	1	1	1	1	384.685123941531	1
Furin	1	251.886677522735	1	1	1	1	211.121941034787	1	1
Fxyd1	1	216.87720284027	1	1	1	1	1	1	1
Fxyd5	1	1	1	1	1	1	1	478.60345488925	1
Fyb	1	1	2537.80687288629	629.994004606452	1	1	1028.7251444616	198.65421521631	1
G2e3	1	1	1	1	1	1	1	1	206.585299458454
G6pc	1	3082.65943918133	1	501.428517407776	364.537136774561	1	738.286258619628	1	1
Gab1	292.179161318024	1	1	1	968.565720575311	549.02797861459	1	1	247.718002519703
Gab3	1	1	428.264813853217	1	1	1	269.961851473999	1	190.029450746554
Gabbr1	231.920574218421	1	1	1	1	1	1	230.523281246518	165.924921242714
Gabra3	1	1	1	1	458.341405182243	1	1	1	1
Gadd45g	1	1166.34882911485	1	235.484053430753	1	1	184.561481306615	1	1
Galc	1	1	206.797357780005	1	1	1	1	1	1
Galk2	1	1	1	1	1	1	1	1	125.36955269317
Galm	1	177.713536145173	1	1	1	1	1	1	1
Galnt10	1	1	1	1	1	1	395.918443170917	218.728202357689	1
Galnt18	853.285451993719	1	1	1	1	1	1	1	644.32075812704
Galnt7	1	1	204.352633408707	1	1	1	289.613707284083	723.131086307819	1
Garem1	1	259.796881124461	1	1	1	1	1	1	1
Gas6	1	1	1	1	1	1462.04141806049	1	1	1
Gas7	330.015058155454	1	1	1	1	1	1	1	606.109334855969
Gata4	1101.06712027465	1	1	1	481.758577398843	1	1	1	706.862853632338
Gata6	1	1	1	1	1	294.63616711255	1	1	1
Gatm	552.447530195016	1	1	1	1	1	1	1	477.548607760279
Gbp4	247.105169453037	1	1	1	1	1	350.693015732736	1	218.974345112603
Gbp7	1	1	1	1	1	1	1	1	170.403960277546
Gbp8	1	1	641.973171217381	1	1	1	514.063405367823	188.046338234169	1
Gcdh	1	292.104356964868	1	1	1	1	1	1	1
Gch1	1	214.565134325594	1	1	1	1	1	1	1
Gck	1	252.497332761754	1	1	1	1	1	1	1
Gckr	1	644.767786405397	1	1	1	1	1	1	1
Gclc	1	197.793350977842	1	1	1	1	1	433.21924127992	272.062972561725
Gcn1	1	127.092582141573	1	200.618614143481	1	1	1	1	1
Gcnt2	1	570.161883744781	1	1	1	272.109405512862	197.17543935899	1	1
Gde1	1	254.675820502281	1	1	1	1	1	1	1
Gdf10	1	1	1	1	264.140198296781	1	1	1	1
Gdf2	1	1	1	1	489.252439221652	1	1	1	1
Gemin7	1	1	1	1	1	1	1	281.053881497558	1
Gen1	1	1	1	1	1	1	1	1	223.02994106764
Gfod1	270.842965191114	1	1	1	1	1	1	287.180674738626	1
Gfpt1	1	1	1	1	1	1	1	506.48461506329	1
Gfra1	1	1497.32574375737	1	1	1	1	278.621222292222	1	1
Gga1	1	1	191.216843746201	1	1	1	1	1	1
Gga3	1	1	1	1	1	1	1	282.220303206999	1
Ggt5	1	1	1	1	387.974077828583	1	1	1	1
Ggta1	1	1	1	1	1	1	1	193.962428111782	179.986776835749
Gimap1	1	1	1	245.772237463888	1	1	398.290233886234	1	1
Gimap3	1	1	1	1	1	1	1684.98371510288	1	1
Gimap4	1	1	1	1	1	1	1072.53329023352	1	220.338648577797
Gimap6	501.433274007303	1	1	472.642161435525	1	1	978.803391753012	1	406.904844577913
Gimap8	349.137475493078	1	1	338.073462399538	1	1	670.300038819394	1	204.774953215958
Gjb1	1	198.878527154378	1	1	1	1	1	1	1
Gk	1	216.375335894176	1	1	1	1	1	1	1
Gkap1	1	1	1	1	1	1	1	1	312.311307107091
Glcci1	1	1	1	1129.4071683536	1	1	184.639398690462	1	1
Gldc	1	305.340069497667	1	1	1	1	1	1	1
Gli3	1	1	1	1	284.029097163815	1	1	1	1
Glipr1	1	1	1	1	1	1	1	257.516052026888	1
Glis3	1	1	1	1	505.762388491714	3238.46249162421	1	1	1
Gls2	1	487.368444593685	1	1	1	1	159.862462795236	1	1
Glt1d1	1	631.753113922202	1	1	1	1	1	1	1
Glyat	1	403.782352540578	1	1	1	1	1	1	1
Glyctk	1	389.637043105021	1	1	1	1	1	1	1
Gm11266	1	1	1	1	1	282.163375405148	1	1	1
Gm11342	1	1	1	333.18113984393	1	1	1	1	1
Gm12216	1	1	1	1	1	1	243.401423875676	1	1
Gm12648	1	1	1	1	1	1	1	1	446.154074063265
Gm13775	1	256.735806092176	1	1	1	1	1	1	1
Gm14221	1	1	242.320171435218	1	1	1	1	1	1
Gm14964	1	1	1	1	305.395512035908	1	1	1	1
Gm15675	1120.27313614573	1	1	776.800797213122	1	1	1	1	637.729915701255
Gm15987	1	1	1	990.889513170116	1	1	1	317.931064072516	1
Gm16083	349.249984490314	1	1	1	1	1	1	1	1
Gm16201	1	1	1	1	1	1	1	230.230619622227	1
Gm17276	1	419.122882599271	1	1	1	1	1	1	1
Gm20319	1	218.443933569194	1	1	1	1	1	1	1
Gm20559	1	1	249.578056136613	351.199853278063	1	1	1	1	1
Gm26740	1	1	614.447450248964	567.266512002392	1	1	1315.19397598049	580.239198204987	1
Gm2682	1	1	1	1	1	1	4550.54553358171	1	1
Gm29683	1	1	1	1	367.640877788249	1	1	1	1
Gm29966	1	824.803782484328	1	1	1	1	1	1	1
Gm2a	1	1	1	1	1	1	1	1098.13411337397	1
Gm30211	1	1	1	611.589571469294	1	1	1	1	1
Gm34667	1	276.466919683116	1	1	1	1	1	1	1
Gm35154	1	1	216.89129757582	1	1	1	1	1	1
Gm35696	1	530.856824670927	1	1	1	1	1	1	1
Gm36264	1	241.938510109993	1	1	1	1	1	1	1
Gm36723	1	1	1	1	1	1	1633.74379942483	1948.60494154256	1
Gm40645	1	1	1	1	1	1	1	252.953999277241	1
Gm42047	1	1	1	1	1	1	1	1	632.817467231285
Gm4258	1	1	1	571.690297714252	1	1	1	1	1
Gm42679	1	1	1	1	194.160285626332	1	1	1	1
Gm42962	1	1	1	1	1	1	1	197.480992662185	1
Gm43305	1	1426.85015546822	1	460.76670069235	1	1695.79452648139	253.524496998589	427.079154424117	1
Gm43914	1	1	1	1	1	1	1	288.33029442281	1
Gm46224	1	1	256.099693827174	1	1	1	1	1	1
Gm46565	333.824486606313	1	1	1	1	1	1	1	241.267172909884
Gm4737	1	205.717123680449	1	1	1	1	1	1	1
Gm4788	1	316.780814489605	1	1	1	1	1	1	1
Gm49431	1	182.13916667401	1	1	1	1	1	1	1
Gm5150	1	1	328.522913598762	1	1	1	1	1	1
Gm609	1	1	1	1	1	572.85378599081	1	1	1
Gm8369	1	1	1	379.314202664558	1	1	1	1	1
Gna12	274.821728481351	121.219914432681	234.8434821308	1	1	1	1	1	183.45226741841
Gna14	1	1	1	1	278.935747875106	439.128533740917	1	1	1
Gnb4	1	1	1	1	1	1	1	1	150.757414856815
Gne	1	261.777349933251	1	254.649194992878	1	1	1	1	1
Gngt2	1	1	306.624124187352	1	1	1	1	1	1
Golga4	1	194.396322895793	1	1	1	1	202.779586238576	1	1
Golga7	231.970287420447	1	1	1	1	1	1	1	307.216057059711
Gpam	1	423.781744616444	1	1	1	387.369343873722	1	1	1
Gpat2	1	1	1	1	238.990336476672	1	1	1	1
Gpat4	1	657.315392423699	1	1	1	1	314.426655161535	1	1
Gpc4	1	221.232929480607	1	1	902.896691525598	266.06567605754	1	1	1
Gpc6	1	1	1	1	3076.24346583046	1	1	1	1
Gpi1	1	165.917621903338	1	231.024082024349	1	1	1	162.617382268748	1
Gpihbp1	677.764282033363	1	1	1	1	1	1	1	575.525097690332
Gpld1	1	209.578788162357	1	1	1	1	1	1	1
Gpm6a	1	1	1	1	1	761.213410979369	1	1	1
Gpr107	1	1	1	1	1	1	1	1	171.256801195759
Gpr132	1	1	1	1	1	1	408.168973687048	468.08277749074	1
Gpr141	1	1	1	1	1	1	1	166.942519727841	1
Gpr174	1	1	1	1	1	1	423.753325362212	1	1
Gpr182	566.614596411565	1	1	1	1	1	1	1	255.023503897238
Gpr39	1	1	1	1	1	384.680825798947	1	1	1
Gpr65	1	1	253.021778593785	1	1	1	1	1	1
Gprin3	1	200.452233890069	1	1	1	1	1	1	1
Gpsm1	1	1	1	1	286.115162254403	1	1	1	1
Gpt	1	300.642026722105	1	1	1	1	1	1	1
Gpt2	1	1464.46308778772	1	310.493591039389	1	434.984738783349	312.702750544383	1	1
Gramd1a	1	1	1	231.481639679953	1	1	854.948205489471	1	208.696578001571
Gramd1b	1	1	1	1	1	234.157478577948	655.248631016469	1	1
Gramd1c	1	403.90948284093	1	1	1	1	1	1	1
Gramd3	1	196.834685167562	1	1	1	1	1494.96019623944	337.071642956772	1
Grap2	1	1	1	368.751869617774	1	1	976.828631201035	1	1
Grasp	248.939833420533	1	1	1	1	1	1	1	153.371900337738
Grb10	405.405147341576	1	1	1	411.317958456696	377.371009025755	1	1	179.997140038357
Grb14	1	200.03860807948	1	1	1	302.0577574702	1	1	1
Greb1l	1	1	1	1	1	1	1	1	378.849537568667
Grem2	1	211.785069688818	1	1	1	1	1	1	1
Grhl2	1	1	1	1	1	325.052218486218	1	1	1
Gria3	1	1	1	187.514119072885	1	1	1	1	1
Grid1	1	1	1	1	535.815910928178	1	1	1	1
Grip1	1	1	1	1	1	1095.31863486981	1	1	1
Grk3	1	1	368.704295304402	1	195.434780364813	1	1	965.133963403423	1
Grk5	1	1	1	1	1278.91581591307	391.714314773405	1	202.722641142374	1
Grk6	1	1	1	283.076764602835	1	1	222.674189328586	1	1
Grm8	1	285.795416892429	1	1555.09049324044	1	1	1	1	1
Gsap	1	1	729.321349445495	1	1	1	339.262718568466	677.587940390897	1
Gsdmd	1	1	338.640663353227	1	1	1	1	271.531367538283	1
Gsr	1	1	304.587590504669	1	1	1	1	1	1
Gstm1	1	1	1	1	224.18733430366	214.149684732788	1	1	208.864450664938
Gstz1	1	495.943202149833	1	1	1	177.712371217855	1	1	1
Gtf2a1	1	1	1	1	1	1	233.794042680874	210.65599050994	1
Gtf2a2	239.318442958697	141.450119889694	1	1	1	1	1	1	264.454660569541
Gtf2f2	1	113.670161036445	1	1	1	1	1	216.719505039214	1
Gucd1	1	188.777342550401	1	1	1	1	1	1	1
Gucy1a1	1	1	1	1	400.367762122213	1	1	1	1
Gucy1a2	1	1	1	1	965.549063612943	1	1	1	1
Gucy1b1	1	1	1	1	540.898000410377	1	1	1	1
Gulp1	1	1	1	1	423.344949094823	1	1	1	1
Gusb	1	1	352.471282788797	1	1	1	1	466.985476713432	1
Gys2	1	1046.24451270277	1	1	1	1	334.21202423902	1	1
H2.Aa	1	1	451.080545662647	869.989068951215	1	1	1	2250.22933311584	1
H2.Ab1	1	1	519.561729944968	976.237908597278	1	1	1	3130.44925014468	1
H2.DMa	1	1	1	1	1	1	1	221.58151059284	1
H2.DMb1	1	1	1	385.138822460258	1	1	1	555.211437895455	1
H2.DMb2	1	1	1	425.96338473623	1	1	1	1	1
H2.Eb1	1	1	359.558529052531	495.695340308118	1	1	1	2668.34012398485	1
H2.Ob	1	1	1	645.864940895729	1	1	1	461.050718596266	1
H2.Q6	1	1	1	591.25981314309	1	1	840.944585130915	428.454722531455	262.916504797156
H2.T22	1	1	1	1	1	1	1	1	217.284083552871
H2afj	1	1	200.514650435895	1	1	1	1	144.902677007038	1
H2afv	1	1	1	1	1	1	1	1	192.414362996067
H2afz	1	1	1	1	1	1	1	343.091582771752	497.534307733586
H6pd	1	158.238150561286	1	1	1	1	1	1	1
Haao	1	265.486781340255	1	226.049772385808	1	1	1	1	1
Habp2	1	113.792335238788	1	1	1	257.650848867645	1	1	1
Hacd2	1	281.46501271713	1	1	1	1	1	1	1
Hacd3	1	263.675358396751	1	1	1	1	240.817787578989	1	1
Hace1	1	1	1	1	1	1	1	1	216.558323852987
Hacl1	1	972.50224976752	1	1	1	1	166.97518639097	1	1
Hagh	1	197.938321225493	1	1	1	1	1	1	1
Hal	1	455.07352161085	1	1	1	1	1	1	1
Hand2	1	1	1	1	494.347832128333	1	1	1	1
Hand2os1	1	1	1	1	2310.42433407715	1	1	1	1
Hao1	1	1295.98709359887	1	1	1	1	251.105338242423	1	1
Hat1	1	1	1	1	1	1	1	1	415.120534863686
Havcr2	1	1	1	1	1	1	1	897.680168482202	1
Hc	1	1758.34031952309	1	305.998441662876	1	1	388.005458517235	1	203.04374976296
Hck	1	1	867.984046834042	277.882670282818	1	1	1	559.549645185869	1
Hcls1	1	1	184.690081767813	1	1	1	1	190.008452215311	1
Hdac1	238.710741875777	1	1	1	1	1	1	1	153.541550974038
Hdac9	295.444292040098	1	3149.05734833606	1164.74807536413	1	1	1	2038.9553579868	434.769986395739
Hdgf	1	1	1	1	1	1	1	1	215.082160712712
Hdgfl2	1	1	1	1	1	1	1	1	220.920250369027
Hdgfl3	1	1	1	1	1	1	1	1	536.872498824919
Hdhd5	1	1	1	1	1	1	230.493900572208	1	1
Hebp1	1	182.775666383697	1	1	1	1	1	1	1
Heca	1	1	1	1	1	1	280.102545584374	1	1
Hecw2	1462.82385377935	1	1	280.582394502557	327.099906513441	1	1	1	946.542179374464
Hells	1	1	1	1	1	1	1	193.626625902166	393.729920284275
Hepacam2	1	1	1	1	1	1	1	443.466859981478	1
Herc3	1	1	1	1	1	1	463.282433749511	1	188.540780037149
