NAME	LSEC	hepatocytes	KC	B cells	HSC	cholangiocytes	T cells	DC/monocyte	proliferating cells
Sik1	1	181.702657581499	1	333.386841698246	1	1	1	247.600055796107	1
Sin3a	1	1	1	1	1	1	1	1	161.439765330072
Sipa1l3	1	1	1	242.847279159237	1	243.262941127193	1	1	1
Sirpa	288.84384922328	1	1644.32164597102	1	1	256.48723765222	1	1	306.011420365356
Sirt3	1	254.510164084181	1	1	1	1	1	1	1
Ska2	1	1	1	1	1	1	1	1	225.705586020035
Skap1	1	1	1	1	1	1	4691.681664936	1	1
Skil	1	1	363.378949315104	1	1	1	1	232.531888980426	1
Slamf6	1	1	1	343.154781556678	1	1	207.307011537751	1	1
Slamf7	1	1	1	1	1	1	1	466.354690915755	1
Slamf8	1	1	1	1	1	1	1	151.392975245353	1
Slbp	1	1	1	1	1	1	1	1	242.070913821822
Slc10a1	1	326.396017965699	1	1	1	1	1	1	1
Slc11a1	1	1	648.719042742156	1	1	1	1	1	1
Slc12a7	1	238.703414495994	1	1	1	1	239.430527325629	1	1
Slc12a8	1	1	1	1	1	253.133866015151	1	1	1
Slc12a9	1	1	1	1	1	1	1	287.453808521095	1
Slc15a3	1	1	264.495976902063	1	1	1	1	1	1
Slc15a4	1	166.940355432308	1	1	1	1	1	1	1
Slc16a10	1	393.070180187608	813.443751279242	1	1	241.662667027479	1	1	1
Slc16a12	1	1	1	1	1	405.70277645462	1	1	1
Slc16a2	1	1	1	1	1	255.491105046282	1	1	235.545044163775
Slc16a6	1	1	201.267713996252	1	1	1	313.492110602572	1	1
Slc16a7	1	1	237.582979108879	1	1	1	1	1	1
Slc16a9	1	1	246.763610305439	1	1	1	1	1	1
Slc17a2	1	452.184051285866	1	1	1	1	1	1	1
Slc1a2	1	402.86172783435	1	1	1	1	1	1	1
Slc1a5	1	1	1	472.070328791741	1	1	274.863638213556	372.520376579397	116.753289624362
Slc20a1	1	163.928045526453	1	1	1	1	284.771637148526	1	327.890652889305
Slc20a2	1	199.491837460124	1	1	1	1	1	1	1
Slc22a30	1	1096.18291165767	1	1	1	1	266.743189059	1	1
Slc22a7	1	166.309637120163	1	1	1	1	1	1	1
Slc23a2	1	1	178.357581771673	1	1	266.924582610565	1	1	190.712339843445
Slc24a3	1	1	1	1	239.67362250481	1	1	1	1
Slc25a12	1	1	1	204.068726167946	1	1	292.983161478823	1	1
Slc25a13	1	1114.01737272756	1	210.653256415355	1	1	321.449440270478	1	1
Slc25a15	1	683.198709014733	1	1	1	1	168.07753239863	1	1
Slc25a21	1	550.436788651927	1	1	1	1	1	1	1
Slc25a22	1	602.232515126109	1	1	1	1	1	1	152.646492820935
Slc25a25	1	1372.53658438374	1	248.162090507701	1	1	295.263624671049	1	1
Slc25a30	1	311.058489764964	1	1	1	1	1	1	1
Slc25a32	1	247.71323501288	1	1	1	1	1	1	1
Slc25a37	542.971768775228	109.582234272368	1	255.72430324721	1	1	178.429744538543	1	507.100844537177
Slc25a42	1	397.194666408204	1	1	1	1	1	1	1
Slc25a47	1	1721.2206657036	1	262.718785200823	236.00427705503	1	367.793278139025	1	1
Slc25a51	1	573.14679151016	1	1	1	1	169.304749572638	1	145.256603575819
Slc26a10	480.270284996919	1	1	1	1	1	1	1	201.620077317438
Slc26a11	1	1	212.775700767263	1	1	1	1	1	1
Slc27a1	1	1	1	1	1	507.159218981659	1	1	1
Slc28a2	1	1	1	226.654984066416	1	1	457.512473331822	1	1
Slc2a13	1	1	1	1	1	1	1	1	196.83552504315
Slc2a2	1	619.966130656464	1	1	1	460.836537248633	210.67060662848	1	1
Slc35b3	320.752051612983	1	1	1	1	1	1	1	1
Slc35d1	1	154.705446071449	1	1	331.132395748783	1	1	1	1
Slc35e2	1	206.976413321639	1	1	1	1	1	1	1
Slc36a1	1	1	234.058169778064	1	1	1	1	1	1
Slc37a4	1	274.383862624726	1	1	1	1	1	1	1
Slc38a1	1	1	1	292.629215944843	1	1	323.032309862039	181.398236380504	1
Slc38a10	1	1	1	1	1	1	1	1	166.924025283185
Slc38a3	1	2019.91548610762	1	1	1	1	385.718005011661	1	1
Slc38a6	622.663256493653	1	488.237569341708	1	1	1	1	1	248.937421482148
Slc39a14	1	1169.94669052961	1	311.092208277661	1	1	232.3811686691	1	1
Slc3a2	1	1	251.455781096558	1	1	1	1	1	341.26756969277
Slc40a1	219.68627527051	1	3147.50775594795	1	346.871229695101	1	1	1	1
Slc41a2	1	1	1	431.290307812149	1	1	1	1	1
Slc43a2	754.868753747007	1	976.981716861342	1	1	369.166015438953	259.497903371077	1	163.43937660994
Slc43a3	1096.67525127951	1	1	1	792.264078583116	1	1	1	1240.56507096297
Slc44a1	323.889988752598	1	1	1	1	1	1	276.607882820468	426.555487530732
Slc44a2	233.148183711287	1	1	866.695812645205	1	1	625.146749912478	1	207.927272329616
Slc44a3	1	1	1	1	1	259.793827534411	1	1	1
Slc45a3	1	1	223.343400883289	1	1	1	1	1	1
Slc46a3	1	1	1	1	1	1	1	474.291712737055	1
Slc47a1	1	256.613237670593	1	1	1	1	1	1	1
Slc49a4	1	1	191.700497522049	367.767949973703	1	1	1	1	1
Slc4a4	1	327.644235631825	1	1	1	409.415115409202	1	1	1
Slc4a7	1	1	1	370.874922453998	1	1	1	347.664274056906	1
Slc5a1	1	1	1	1	1	267.367915250043	1	1	1
Slc6a13	1	220.214237079832	1	1	1	1	1	1	1
Slc6a6	1	1	463.846110841847	1	1	415.290265242265	1	736.755510027781	1
Slc7a7	312.062527580485	1	249.780148679516	1	1	1	1	1	267.6455303274
Slc7a8	1	1	445.632044123011	1	1	1	1	1	1
Slc9a1	409.672753658095	1	1	472.096840877142	1	1	159.457190967849	1	570.202407958887
Slc9a3r2	285.02313866872	1	1	1	252.715746252642	1	1	1	197.882979602051
Slc9a7	1	1	1	895.88666315405	1	1	1	547.46973707635	1
Slc9a8	1	95.6199782713809	1	1	1	1	1	209.375528628307	1
Slco1a1	1	439.095568592797	1	1	1	1	1	1	1
Slco1b2	1	953.506117160954	1	238.748594884946	1	1	211.923614009274	1	1
Slco2a1	301.375485248543	1	1	1	1	1	1	1	1
Slco2b1	1	126.212338566486	1	1	560.066886385666	1	1	1	1
Slf1	312.654525174361	1	1	1	1	1	1	1	828.065678531925
Slfn2	1	1	202.227906200282	1	1	1	1	1	1
Slfn5	325.196048184523	1	220.306621014572	1	1	1	1	1	1
Slfn9	1	1	1	1	1	1	1	1	179.255876474537
Slx4ip	1	1	1	1	1	1	1	284.254027469801	1
Smad2	1	1	1	1	1	1	1	156.990649879258	1
Smad6	775.329942422561	1	1	1	293.537753224941	253.808111493642	1	1	519.442011503778
Smad7	282.40977792777	1	1	1	229.496385159935	1	1	1	1
Smap1	1	94.2920513023146	1	1	1	1	239.435958687342	1	176.718729588157
Smap2	254.778857935437	1	188.753493898706	250.602887362004	1	1	1	1	141.041700068131
Smarca4	1	116.197730534532	1	347.139129208516	1	1	1	234.00064823902	154.782955289175
Smarca5	1	1	1	1	1	1	1	1	206.966413604025
Smarcad1	1	1	1	245.681914685689	1	254.88596630888	1	1	207.811642432457
Smarcc1	1	94.5513248942841	1	1	1	1	1	1	379.122721495963
Smarce1	1	1	1	1	1	1	1	171.783182210307	1
Smc2	1	1	1	1	1	1	1	1	352.49175630624
Smc4	1	1	1	258.897677316202	1	1	662.175804182773	356.337290910617	993.41464563914
Smc5	1	88.8769906517647	1	1	1	1	266.755371212322	1	360.020947275671
Smc6	283.826403401708	1	1	1	1	1	1	173.12509544832	419.903211979127
Smoc1	1	603.259925251105	1	1	1	250.688544229159	156.254252140706	1	1
Smpdl3a	1	1	203.226089104865	1	1	1	1	1	1
Smtn	1	1	1	1	338.550174406359	1	1	1	214.468923900296
Smurf1	1	1	1	1	1	1	1	158.917364604066	1
Smyd4	1	1	1	1	1	1	1	1	226.440281449472
Snapc3	1	1	1	1	1	234.389088195023	1	1	1
Sncaip	280.413385499267	1	1	1	1	1	1	1	1
Sned1	1	1	1	1	307.862161572195	1	1	1	1
Snhg20	1	88.370308582744	186.00176777981	1	1	1	1	1	1
Snhg3	1	1	1	1	1	1	1	1	176.744989285909
Snrnp48	1	1	1	264.251913918842	1	1	242.349919297052	1	1
Snta1	1	1	230.526436913527	1	1	1	1	1	1
Sntb2	391.906826196398	1	1	1	1	288.729812194866	405.358268466116	1	455.990564522414
Sntg1	1	1	1	1	5497.67079024538	1	1	1	1
Sntg2	1	283.577256509835	1	1	1	1	1	1	1
Snx1	1	1	1	1	1	1	1	246.479479535114	1
Snx10	1	264.100186499949	392.269506901914	1	1	1	1	372.749298212299	1
Snx18	1	1	233.594488736431	233.272262941289	1	1	1	1	1
Snx20	1	1	1	1	1	1	1	202.308166920648	1
Snx22	1	1	1	1	1	1	1	324.33770659023	1
Snx25	1	1	263.187890419252	1	1	1	1	1	220.37588364314
Snx27	1	1	190.765969224404	1	1	265.363035811876	186.558356984012	1	1
Snx30	1	1	309.803688781303	425.626829100506	1	1	1	1	1
Snx4	1	1	1	1	1	1	1	1	204.859952857963
Snx8	393.911187459491	1	340.343781298894	397.962950611362	1	1	1	1	287.460888343871
Snx9	219.05108891932	1	265.159837606034	466.234581002626	1	1	1	1	167.405491450634
Soat1	1	1	556.236992704502	1	1	1	1	1	1
Sobp	1	1	1	1	1	247.37947421357	1	1	1
Socs2	1	98.5220903181456	1	1	1	233.661822539111	211.255241593601	1	1
Sod3	1	1	1	1	421.336748141674	1	1	1	1
Sorbs1	330.123964221735	307.656933266344	1	162.522099906564	2306.01461725967	254.286114265035	1	1	208.541945606502
Sorbs2	1	706.012704955119	1	1	1	5780.03137821178	205.964126177226	1	1
Sorbs3	294.003716514579	88.2067755792231	1	1	1	1	1	1	187.240162461432
Sorl1	1	1	1	534.639172224055	1	1	344.236601172574	190.683303138835	1
Sort1	1	1	1	1	1	219.744926020685	1	1	1
Sos1	1	135.383154747069	1	276.553601129787	1	1	1	1	178.441975084044
Sox17	301.721419227896	1	1	1	1	1	1	1	185.275910177174
Sox4	1	1	1	1	1	313.847403736599	1	1	1
Sox5	1	980.030307636043	1	564.605831730757	6070.36883546376	2872.08794697246	332.099361842465	1	1
Sox6	1	478.012796863882	1	1	605.681312296822	1166.80821520497	161.621382231255	1	1
Sox9	1	1	1	1	1	526.925894921153	1	1	1
Sp1	1	1	1	1	1	1	1	1	164.209415351729
Sp110	1	1	1	278.155138499243	1	1	192.790656887428	1	1
Sp140	1	1	1	1	1	1	1	261.368704990693	1
Spag5	1	1	1	1	1	1	1	1	470.370000017105
Sparc	412.092499331193	1	1	1	968.762072520888	230.592491401242	1	1	402.276636627441
Spata13	1	90.6602530021267	1	1	1	1	278.611130521502	1	1
Spats2	436.565608524188	1	1	1	1	1	1	1	225.237099197469
Spats2l	268.194995008462	1	1	1	215.406118930333	1	1	1	1
Spc25	1	1	1	1	1	1	1	1	158.652618078299
Specc1	1	1	212.951449521251	1	1	1	1	338.854542261914	1
Specc1l	1	1	216.417492516831	228.807843587271	197.832562140497	1	1	1	1
Spg11	1	1	1	1	1	1	1	175.095324342874	1
Spg7	1	1	1	1	1	1	169.134998703921	1	1
Spi1	1	1	372.519447288964	1	1	1	1	364.145266226384	1
Spic	1	1	242.170685321392	1	1	1	1	1	1
Spidr	1	1	1	1	1	1	1	1	191.758701841129
Spint2	1	1	1	1	1	345.751603773143	1	1	1
Spopl	1	1	1	1	1	1	1	196.311951715383	115.90916886121
Spp1	1	1	1	1	1	12293.0756097332	1	1	1
Spry1	1	1	1	1	282.847003396428	1	1	1	1
Srbd1	1	127.341800067091	1	180.632025895875	1	1	1	1	187.197605437744
Srebf1	1	196.562792341394	1	1	1	1	1	1	1
Srebf2	1	1	1	243.796527732907	1	1	1	344.379580274575	1
Srgap1	882.058474346417	1	1	1	1	1	1	1	335.080751938508
Srgap3	1	1	1	345.724270341281	1	1	1	597.87516635236	1
Srpk1	1	91.4922129386891	1	1	1	1	302.832891609309	1	1
Srsf10	1	1	1	368.775317390357	1	225.169143187728	1	221.311253419212	214.983458808044
Srsf4	1	257.499909342761	1	173.654093026508	1	1	1	1	191.992789114415
Ss18	213.67815827353	1	1	1	1	1	193.353370784338	1	190.642653026021
Ssb	1	1	1	228.808874719839	1	1	1	264.19685887713	1
Ssbp2	1	1	1	1	436.375909677192	186.778032137278	1	1	1
Ssh1	1	1	1	1	247.138618563739	1	1	1	1
St3gal6	1	1	1	1	1	1	336.494726329581	1	1
St5	1	1	1	1	1556.71931816164	234.951865393344	1	1	1
St6gal1	1	1	324.989027770431	747.378749149228	1	321.782646465458	1	250.913752323319	1
St6galnac3	1814.41955506284	1	1	503.230551908183	1	1	3416.68214247397	1	1598.41083351939
St8sia4	1	1	1	1110.82579501124	1	1	723.583544671195	834.236143448723	1
Stab1	2224.49894112552	1	638.702101340842	442.188023657848	1	1	1	1	1424.87798274939
Stambpl1	1	1	194.176507411087	1	1	1	1	1	1
Stard13	1	288.330653545039	256.263800906533	1	1	712.768190063813	1	1	1
Stard5	1	246.871796761753	211.503170668101	1	1	1	1	1	1
Stard8	594.186688666796	1	1	1	375.463786680221	1	1	1	429.961150651091
Stard9	465.988300097091	1	510.05619554015	1	240.824502115865	1	1	1	399.047998605015
Stat4	1	1	1	231.456553129789	1	1	1198.62968328264	309.522833030069	1
Stau1	1	97.0367875581787	1	1	1	1	1	208.856559347431	1
Stau2	1	117.195302300335	1	1	1	404.445712758116	1	1	1
Steap4	1	153.901590405806	1	1	507.392952158579	1	1	1	1
Stil	1	1	1	1	1	1	1	1	152.951570476442
Stk11	1	172.218730768499	1	253.381408521843	1	1	1	1	212.501826369946
Stk17b	1	1	546.130068358275	737.434456598103	1	1	719.799125206775	194.869657995123	1
Stk19	1	160.491922589827	1	1	1	1	1	1	1
Stk24	1	1	1	389.019958743923	1	1	367.958590843234	244.125507825804	264.077913015257
Stk4	1	1	1	310.945481083881	1	1	610.332165779814	238.511417288475	1
Stmn1	1	1	1	1	1	1	1	1	372.003638899534
Ston1	1	1	1	1	359.431845876155	1	1	1	1
Ston2	1	1	385.017270549896	1	1	1	1	1	1
Stox2	4789.51181989013	1	1	580.077640142275	1	993.588883778143	423.652274123689	1	1440.10517046553
Stra6l	1	234.274062650254	1	1	1	1	1	1	1
Strip2	1	1	1	1	1	1	1	705.233644262328	1
Strn4	248.240297064985	1	1	1	1	1	1	1	300.721084412272
Stt3b	1	87.8594464482322	1	636.289487422683	1	580.688989071461	1	1	254.350432919427
Stx12	1	1	190.87785862202	1	1	1	1	1	319.904031013734
Stx2	219.370949631893	1	1	1	1	1	1	1	1
Stx3	1	1	221.911689066777	1	1	1	1	1	1
Stx4a	1	1	306.878680738309	1	1	1	1	1	1
Stx7	1	1	218.947525897757	243.983523875393	1	1	1	486.808285105118	1
Stxbp1	222.016863568569	1	1	1	1	1	1	1	115.234529756499
Stxbp2	1	1	224.793906696993	190.499603796569	1	1	1	1	1
Stxbp3	1	1	1	1	1	1	1	328.31843334523	1
Stxbp5	357.968243457681	1	187.465525695212	1	213.592492406355	1	1	1	306.388789986378
Stxbp5l	1	1	1	1	1	263.080887018542	1	1	1
Stxbp6	1	157.285532585589	1	1	1	1244.49323074371	1	1	1
Suco	1	1	1	230.301580977216	1	1	344.958873221494	241.490086590079	1
Sugct	1	755.371986567386	1	1	1	383.244755812762	235.918768025369	1	1
Sugp2	1	1	1	1	1	1	1	145.649350413832	1
Sulf2	1	1	1	1	1	1	1	186.61130232909	1
Sult1a1	1	329.976573160799	1	1	210.256967960916	1	1	1	218.137720110816
Sult1d1	1	214.649887341695	1	1	1	1	1	1	1
Sult2a8	1	541.677488251919	1	1	1	1	218.209038670948	1	1
Sult5a1	1	320.495426443634	1	1	1	1	1	1	1
Sumo1	1	100.956537009833	1	1	1	1	307.183757742275	174.031459987219	1
Sumo2	1	1	1	239.990279861287	1	1	1	1	321.770983312476
Sun2	1	1	1	310.14535973318	1	1	366.288535007425	229.957769466609	1
Supt16	1	1	1	1	1	1	1	238.646195012789	196.098043765888
Supt5	1	180.093675342024	1	1	1	1	217.925277828363	1	1
Susd1	1	1	1	255.845631778883	1	1	1	1	1
Swap70	1	1	1	292.702131838	1	1	1	495.994169049821	1
Syde1	1	1	1	1	243.811741107252	1	1	1	1
Syk	1	1	1023.41040856106	1946.15422165504	1	1	1	496.465702249991	1
Syne2	1	113.795683478411	1	1	466.367682960579	793.258600423489	1	1	466.859922879813
Syngr2	1	1	1	1	1	1	1	434.521754229088	1
Synj1	1	1	511.883304959753	1	1	1	1	525.601427322678	204.371538899408
Synj2	1	1	1	1	1	177.85222076208	1	1	1
Synj2bp	1	131.16361163588	1	1	1	1	272.521434772975	1	179.859601146989
Synrg	1	1	1	1	1	216.219801118795	1	166.557275095545	1
Sypl	209.819529020294	1	1	1	1	188.612180974054	1	1	270.015307888297
Syt7	1	1	1	1	1	325.777144754654	1	1	1
Sytl2	1	1	1	1	1	1	261.741562396764	1	1
Sytl5	1	1	1	1	1	373.561171364889	1	1	1
Syvn1	1	274.511398050662	1	1	1	1	1	1	1
Tacc2	1	418.452547605712	1	1	1	515.150895305753	1	1	1
Tacc3	1	1	1	1	1	1	1	1	348.661360357957
Taf1d	1	1	1	1	1	233.651369705621	1	1	248.813188798535
Tafa1	1	1	1	1	339.938676326604	1	1	1	1
Tagln2	1	1	1	1	1	1	1	1	245.016897507996
Taldo1	1	1	1	1	1	1	1	295.876438157997	1
Tanc2	246.990262055418	1	995.462036074208	1	1	391.796730977769	1	1	235.440435986664
Tap1	1	1	1	351.993950862437	1	1	363.095797366888	514.919264630369	1
Tap2	1	1	1	1	1	1	413.884252793502	364.715191548298	1
Tasp1	1	1	1	1	1	1	482.738599347474	1	1
Taz	1	85.8699203359748	1	1	1	266.082168534605	1	1	1
Tbc1d10c	1	1	1	335.947010706108	1	1	735.852719446747	184.959954137029	1
Tbc1d14	1	1	219.305396111039	1	1	1	1	254.798121058301	1
Tbc1d19	1	1	1	1	1	242.605447611632	1	1	1
Tbc1d2b	1	1	228.280237204122	1	1	1	1	1	1
Tbc1d31	1	1	1	1	1	1	1	1	268.018739039714
Tbc1d4	364.579525681041	1	1	1	1	463.996487496217	1	481.430080011703	382.045420031365
Tbc1d8	1	481.827944572625	1	727.484391409543	1	1	176.674585992382	2517.73491243947	129.493414891038
Tbc1d9	1	1	343.634421683075	1	1	1	1	1636.3827642428	1
Tbcd	1	1	1	1	211.99725373936	1	1	1	1
Tbx2	220.562275329963	1	1	1	253.482937132797	1	1	1	165.53823464882
Tbx20	1	1	1	1	450.686931293469	1	1	1	1
Tbx21	1	1	1	1	1	1	541.259279030285	1	1
Tbxas1	1	1	707.351602612586	1	1	1	1	252.000830303496	1
Tcf19	1	1	1	1	1	1	1	1	494.450545808179
Tcim	460.875422189905	167.754148309951	1	1	1	1	1	1	207.309440086365
Tcn2	487.780236910626	1	395.999415875889	1	1	1	1	1	249.159165729006
Tcrg.C2	1	1	1	1	1	1	326.659906966109	1	1
Tead2	1	1	1	1	1	1	1	1	169.546688240343
Tec	1	89.2270175079633	1	322.308698131327	1	1	1	1	1
Tecpr1	1	1	1	1	1	1	345.754230105497	1	1
Tecpr2	1	1	204.216367513981	1	1	1	1	1	1
Tedc2	1	206.396614502718	1	1	1	1	1	1	1
Tef	1	310.393207410417	1	1	1	254.430423933053	1	1	1
Tek	1415.84413547	1	1	199.575513371428	1	1	1	1	854.216496515797
Tenm3	1	187.136664205993	1	1	1	1234.84798400322	1	1	1
Tent5a	1	1	517.76565073922	1	1	1	1	1	1
Tep1	1	1	430.747149315001	275.203880179584	1	1	1	252.667655512064	1
Terf1	1	1	1	1	1	1	252.337443882811	1	305.466293827801
Terf2	1	1	1	1	1	1	1	1	236.310733462025
Tesk2	1	231.057253612072	1	1	1	1	1	1	1
Tespa1	1	1	1	316.324122526313	1	1	782.916886272767	180.669300439946	1
Tfdp1	1	1	1	1	1	1	1	1	254.280771188668
Tfdp2	1	1	1	1	266.014224288539	1	1	1	242.400019104403
Tfeb	1	1	1	349.062553043199	1	1	1	1	1
Tfec	1	1	465.909300596074	1	1	1	1	1	194.196110857387
Tfpi	611.174876359961	1	1	1	1	1	1	1	284.767322478804
Tfr2	1	336.720007387483	1	1	1	1	1	1	1
Tfrc	1	1	1	431.634697400699	1	1	1	1	1
Tgfa	1	1	1	1	1	282.947949711587	1	1	1
Tgfb1	1	1	1	303.688105265431	1	1	1	1	270.34737314209
Tgfbi	1	1	237.643763837301	1	1197.31119521205	1	1	210.134287085226	1
Tgfbr2	1	1	196.551954065899	374.325728002513	1	1	220.018383375278	1	197.660384501375
Tgfbr3	714.162520454754	1	1	1	1216.06466776261	1	1	1	435.963105379103
Tgfbrap1	1	1	1	1	1	1	1	1	153.454706019453
Tgif1	1	1	196.170641800226	1	1	1	1	1	1
Them7	1	160.835763214297	1	1	1	1	1	1	1
Themis	1	1	1	1	1	1	1262.57183310065	1	1
Themis2	1	1	537.637197498693	259.435794341193	1	1	1	397.481262271317	1
Thoc7	1	1	1	220.587460856926	1	1	1	1	1
Thra	1	1	1	1	1	1	1	1	181.461132820987
Thsd1	215.33471148349	1	1	1	1	1	1	1	1
Thsd4	1	1	1	1	1	1859.29063112548	1	1	1
Thsd7a	1	1	1	1	562.512230233472	1	1	1	1
Thy1	1	1	1	1	1	1	621.217938340049	1	1
Tiam1	1	1	1	1	1	1	1	136.390650580821	1
Tie1	552.210712516184	1	1	1	1	1	1	1	307.697895877427
Timd4	1	1	950.770320520718	1	1	1	1	1	1
Timp3	762.604184007941	1	1	1	381.052037419736	1	1	1	202.777736288063
Tinagl1	337.71701689391	1	1	1	1	209.078654296515	1	1	352.093433274832
Tipin	1	1	1	1	1	1	1	1	149.12635044355
Tjp1	681.408198617729	1	1	1	1	236.723854025052	1	1	398.855840353115
Tjp2	225.628916812483	1	1	1	1	556.700606079295	1	1	402.628863346312
Tk1	1	1	1	1	1	1	1	1	174.739973208767
Tkfc	1	455.838284443886	1	1	1	1	1	1	1
Tle5	1	129.820214815696	1	1	1	356.295378816127	298.921693477091	1	1
Tln2	1	1	1	1	1299.32163461826	1	1	1	1
Tlr11	1	1	1	1	1	1	1	204.631867967262	1
Tlr3	1	1	1	1	1	1	1	427.032299362532	1
Tlr4	1	1	190.77410781478	1	1	1	1	1	1
Tlr7	1	1	286.262790528896	1	1	1	1	1	1
Tm4sf4	1	1	1	1	1	972.050235378368	1	1	1
Tm6sf1	1	1	481.28796991929	1	1	1	1	393.659934577359	1
Tm9sf3	1	1	1	1	1	352.254106354844	1	1	240.906339706533
Tmcc2	268.164468196118	1	1	1	1	1	1	1	1
Tmed8	1	1	1	1	1	1	1	1	212.365443925708
Tmem104	1	1	302.168651951486	1	1	1	1	1	1
Tmem106a	298.475723746396	1	289.291760991722	1	1	1	1	1	1
Tmem108	1	1	1	1	303.878591152461	1	1	1	1
Tmem123	1	1	1	266.247513560098	1	1	1	460.314141660167	1
Tmem140	238.947283658428	1	1	1	1	1	1	1	1
Tmem150a	1	268.302287523321	1	1	1	1	1	1	1
Tmem163	1	1	1	1585.90941312848	1	1	1	1	1
Tmem176a	1	1	1	1	281.431222164177	1	1	1	1
Tmem176b	1	1	1	1	1	261.980482204599	1	234.494194400401	1
Tmem184b	1	1	1	1	1	1	1	1	148.692990462596
Tmem19	1	105.069209710329	1	1	1	1	1	238.485694277768	1
Tmem204	208.916813751704	1	1	1	372.988386496601	1	1	1	1
Tmem219	1	387.609007253251	1	1	1	1	1	219.535594162563	1
Tmem243	1	116.823773128047	1	323.918465551102	1	1	1	1	1
Tmem25	1	201.543728390448	1	1	1	1	1	1	1
Tmem26	1	1	314.426292629994	1	1	1	1	1	1
Tmem268	1	1	310.361795087207	1	1	1	1	1	1
Tmem273	1	1	281.559474781087	1	1	1	333.272842150448	1	1
Tmem30a	207.664763503443	119.268507388601	1	1	1	1	384.329175604208	1	1
Tmem44	213.173750971496	1	1	1	1	1	1	1	131.646948578554
Tmem45a	1	1	1	1	1	253.971231260735	1	1	1
Tmem47	1	1	1	1	328.054169611581	1	1	1	1
Tmem51	1	1	264.827326129826	1	1	1	1	1	161.774165606746
Tmem56	1	426.779432731873	1	1	2566.11234703646	1	209.569994174613	1	1
Tmem64	1	1	1	1	1	1	1	1	202.801280970775
Tmem65	1	1	328.192655373869	1	1	1	1	1	1
Tmem8	1	1	1	1	1	1	1	150.739425548276	1
Tmlhe	240.567371685778	1	1	1	1	1	1	1	1
Tmod3	248.133215028633	1	1	513.281521883105	1	1	1	1	227.854203520859
Tmsb10	1	1	1	1	1	1	187.460189977932	401.034827266089	1
Tmtc1	1	1	1	1	1	477.387171642646	1	1	1
Tnfaip1	284.360277368975	1	1	1	1	1	1	1	329.012974896154
Tnfaip2	1	1	576.498715421402	1	1	1	1	1	1
Tnfrsf11a	1	1	456.338014349633	1	1	1	1	232.57571721291	1
Tnfrsf11b	1	1	1	1	299.573218284458	1	1	1	1
Tnfrsf1a	1	1	1	1	1	1	1	1	170.933809647316
Tnfrsf21	1	1	1	1	466.6011364953	1	1	1	1
Tnik	767.262478926599	1	1	211.299506362004	1	1	830.379456550674	1	554.461215154416
Tnk2	1	104.97098304675	1	1	1	1	326.453016275084	1	1
Tns2	315.975104156127	106.284984316895	1	1	349.516236341743	1	1	1	1
Tnxb	1	1	1	1	577.079715637124	1	1	1	1
Tob1	1	180.179284340329	1	1	1	1	1	1	1
Togaram1	1	1	1	1	1	1	1	1	185.857967642746
Top2a	1	1	1	1	1	1	1	1	1616.76556264935
Topbp1	1	1	1	1	1	1	1	245.403729776664	290.092577602082
Tox	1	248.534393382713	1	1	216.648844636167	525.211438271546	968.305647245846	1	1
Tox3	1	1	1	1	1	297.177568859182	1	1	1
Tpcn2	1	1	444.524688081693	1	1	1	1	1	1
Tpd52	1	1	454.87321877684	268.176196862481	1	1	1	218.960498699984	1
Tpk1	1	169.087921459445	1	1	1	322.514515140025	1	1	1
Tpm1	1	1	1	1	381.639719039844	1	1	1	1
Tpp1	1	1	266.780357088855	1	1	1	1	1	238.685424218051
Tpst2	417.30802459147	1	190.359263476234	1	1	1	294.979972881847	1	207.915076020276
Tpx2	1	1	1	1	1	1	1	1	599.692108555314
Trac	1	1	1	1	1	1	419.832521717132	1	1
Traf1	1	1	1	1	1	1	1	625.550673812346	1
Traf3ip3	1	1	1	245.346549627741	1	1	303.922042236766	1	1
Traf5	1	87.8171887416788	1	374.707632689196	1	1	1	1	1
Trafd1	1	107.382039669914	729.111168720924	1	1	1	1	272.616925016063	1
Trak2	1	1	1	1	1	1	1	1	148.32260882911
Tram1	1	102.587967062444	1	216.88852636716	1	1	183.611741234498	1	1
Trappc13	1	1	1	1	1	1	1	1	168.032403846778
Trbc1	1	1	1	1	1	1	844.997892375637	1	1
Trbc2	1	1	1	1	1	1	725.44581209797	1	1
Trerf1	1	1	1	1	552.575745602295	1	500.535544736789	1654.23551707052	202.97631771158
Trim12c	1	1	1	1	1	1	270.103162031003	1	1
Trim14	1	1	420.488782528555	1	1	1	326.912942057368	202.494251698582	1
Trim2	1	1	1	1	240.937290112264	1	1	1	1
Trim26	1	1	202.531436491264	1	1	1	1	189.300840132608	1
Trim30d	1	1	240.920233095642	1	1	1	1	348.504093974267	1
Trim34a	222.583486067414	1	1	289.820646587895	1	1	232.90905838399	1	1
Trim35	1	1	1	1	1	1	1	214.907912061382	165.335758183371
Trim37	1	1	1	1	1	1	1	1	492.383302915061
Trim41	1	94.5217849053285	309.542696823959	1	1	1	1	203.877076192629	1
Trim47	1	1	1	1	1	1	1	1	195.790160337992
Trim5	1	1	1	1	1	1	209.822211987967	1	1
Trim7	1	1	1	202.429448688944	1	1	1	240.275286177426	1
Trim8	1	1	225.420082117228	1	1	1	1	1	1
Trip4	1	150.857693257174	1	1	1	1	295.633151780968	1	1
